"year.x","geo","regionname.x","weighted_avg_left_right","purchasing_power_standard_per_inhabitant","real_labour_productivity_per_person_employed_2019_base_year","raw_milk_on_farms","pop_density_per_square_km","net_migration_per_capita","count_of_all_crime_per_100k","average_age_for_people_above_18","F.M_ratio","disposable_income_avg","gross_income_per_capita","employment_rate","proportion_with_higher_educ","fertility_rate","poverty_rate","life_expectancy","gender_employment_gap_proportion","total_votes","total_weighted_score","log_raw_milk_on_farms","log_pop_density","log_fertility_rate","log_disposable_income","poverty_rate_squared","poverty_rate_cubed","poverty_rate_fourth"
2019,"DK04","Midtjylland",5.28857288647703,36400,106.6,1853,103.7,7.31928862164284e-05,3580.29,48.7493214318765,1.00848298803529,21225.69,30700,75.3,0.357321339330335,1.75,0.163,82,0.086,587467,3106862.0479,7.52456662292487,4.64159854260164,0.56531380905006,9.96296799061216,0.026569,0.004330747,0.000705911761
2019,"DK05","Nordjylland",5.46596614396553,32900,100.5,1342,76.4,0.000149214504328068,3137.75,50.1392170250313,0.987395203580614,9348.32,28700,72.8,0.2895,1.75,0.177,81.3,0.064,250685,1370235.7228,7.20192376906869,4.33611357765948,0.56531380905006,9.14295299670447,0.031329,0.005545233,0.000981506241
2019,"EE00","Eesti",5.83843036538139,25900,111.9,820.8,30.5,0.00246582925206714,1037.81,49.8079957617062,1.16245890741717,16834.04,12000,74.8,0.371,1.66,0.243,79,0.075,286112,1670444.9887,6.71029165757816,3.41805449872858,0.512823626428664,9.73115889994651,0.059049,0.014348907,0.003486784401
2019,"EL30","Aττική",4.73204086812431,28300,93.5,8.19,987.5,-0.000493299597132644,2242.54,50.585131826261,1.14358636747931,51226.74,13400,57.6,0.375312343828086,1.35,0.248,81.2,0.178,1182227,5594346.4794,2.10413415427021,6.89518662330628,0.307484699747961,10.8440171355299,0.061504,0.015252992,0.003782742016
2019,"EL41","Βόρειο Αιγαίο",4.59080419138704,13500,94.8,2.98,59.3,0.00935764262568797,290.82,49.7798607694439,0.92483699260888,2405.71,9300,60.4,0.258129064532266,1.6,0.355,82.7,0.211,72983,335050.6623,1.0952733874026,4.08277792585064,0.476234178996372,7.7856045140351,0.126025,0.044738875,0.015882300625
2019,"EL42","Νότιο Αιγαίο",4.91106897217929,22100,87.5,22.15,66.1,0.00387305812473648,875.8,49.0962065572937,1.02011690245172,5223.67,14300,60.5,0.208395802098951,1.62,0.345,82.3,0.219,116460,571943.0925,3.09828886187908,4.19132002134549,0.488580014818671,8.56095741333733,0.119025,0.041063625,0.014166950625
2019,"EL43","Κρήτη",4.47617079231769,17500,93.1,1.07,76.5,0.00101505338030069,518.79,49.6694893020487,1.07300858017225,7337.7,10600,61.8,0.2445,1.54,0.316,82.1,0.172,220038,984927.6688,0.0769610411361284,4.33742145124376,0.438254930931155,8.90078208382902,0.099856,0.031554496,0.009971220736
2019,"EL51","Aνατολική Μακεδονία, Θράκη",5.04845115634162,13900,98.1,104.32,42.8,0.000992862676033759,422.85,51.2166343129127,1.03303784966248,6363.61,9000,56.6,0.223,1.3,0.352,81.1,0.212,188958,953945.2336,4.64755895247988,3.75677172015685,0.27002713721306,8.75835267680125,0.123904,0.043614208,0.015352201216
2019,"EL52","Κεντρική Μακεδονία",4.98459863298387,16100,95.3,312.53,101.2,-1.4048451896842e-05,1526.82,51.284042244707,1.1018719118206,21504.68,10000,53.7,0.293,1.27,0.317,81.7,0.2,615428,3067661.5675,5.74473246098515,4.61719756620081,0.246860077931526,9.97602632986167,0.100489,0.031855013,0.010098039121
2019,"EL53","Δυτική Μακεδονία",4.85746889555921,17700,83.4,31.93,28.8,-0.000841238201918419,185.76,52.6051958655589,1.05069043873449,3236.64,10400,50.6,0.252126063031516,1.26,0.348,82.5,0.241,121600,590668.2177,3.46385914278687,3.36072254909644,0.2390169004705,8.08229412327342,0.121104,0.042144192,0.014666178816
2019,"EL54","Ήπειρος",4.64854141846306,14300,97.5,19.56,36.8,0.000875755463441277,267.62,53.3444793560761,1.06075338598382,3832.52,9700,55.1,0.296648324162081,1.24,0.276,84,0.166,151925,706229.655,2.97399778140798,3.60576954739093,0.22314355131421,8.25128043850398,0.076176,0.021024576,0.005802782976
2019,"EL61","Θεσσαλία",4.7684127031983,15700,97.2,107.54,51.4,0.000195647269954259,255.49,52.3966822627243,1.06998081719445,7804.42,9200,54.8,0.2995,1.28,0.28,82.3,0.216,298846,1425021.0627,4.67795585571374,3.93983270606741,0.254642218373581,8.9624468001738,0.0784,0.021952,0.00614656
2019,"EL62","Ιόνια Νησιά",4.48694385157449,19100,91.5,0.79,89.4,0.000996468765912149,560.17,52.2173091211698,1.06279044104123,3112.25,13700,59.8,0.23311655827914,1.55,0.257,81.4,0.207,76914,345108.7994,-0.22314355131421,4.49323253274723,0.444685821261446,8.04310442936622,0.066049,0.016974593,0.004362470401
2019,"EL63","Δυτική Ελλάδα",4.53934372213282,14800,95.8,17.56,59.2,-0.000781494285680441,1056.34,51.0405318816949,1.04504739247007,6720.76,8700,49.7,0.189594797398699,1.32,0.409,81.5,0.22,276535,1255287.4162,2.86619290219901,4.08109044654368,0.285178942233662,8.81295801028636,0.167281,0.068417929,0.027982932961
2019,"EL64","Στερεά Ελλάδα",4.70801345159109,18500,102.9,24.01,36.1,0.0013218375608786,544.1,51.936929341878,1.00670177742793,5811.71,9100,55.7,0.219109554777389,1.12,0.295,81.8,0.308,218844,1030320.4958,3.17888681665184,3.58656983528937,0.122217632724249,8.66763184734246,0.087025,0.025672375,0.007573350625
2019,"EL65","Πελοπόννησος",4.99132342514659,17200,98.7,6.76,37.1,0.00145259327478867,720.87,52.9148238566712,1.01659710845606,6397.05,9700,61.9,0.227113556778389,1.32,0.364,82.1,0.233,246769,1231703.8903,1.91250108692418,3.61388647507251,0.285178942233662,8.76359378880274,0.132496,0.048228544,0.017555190016
2019,"ES11","Galicia",4.89202079590033,25600,102.5,2899.76,92,0.0017413226923559,728.54,53.0392775815431,1.09872208500869,41234.02,15000,63.8,0.3655,1.01814,0.243,84,0.072,1274054,6232698.6631,7.97238670248451,4.52189726679427,0.0277513445308251,10.6270191652852,0.059049,0.014348907,0.003486784401
2019,"ES12","Principado de Asturias",4.67304537700346,25000,100.1,581.57,96.6,0.00353804178100363,659.93,53.7204829796378,1.11768036176266,17000.11,15100,59.4,0.416791604197901,0.95664,0.246,83.2,0.066,418776,1956959.2508,6.36574853773257,4.57068225552942,-0.0339291382630842,9.74097568183697,0.060516,0.014886936,0.003662186256
2019,"ES13","Cantabria",5.20990802993552,26200,101.2,457.04,110.5,0.00505336011505372,956.26,51.8899385865496,1.07949256804472,9438.23,16000,64.2,0.403,1.06379,0.194,83.9,0.117,251073,1308067.2388,6.12479279409983,4.70510601460069,0.0711944462417913,9.15252480107936,0.037636,0.007301384,0.001416468496
2019,"ES21","País Vasco",3.57373738970912,36500,101.6,186.35,303.7,0.00292196250168797,1367.21,52.0669780783834,1.08117639842983,45873.54,21600,67.3,0.487,1.24932,0.144,84.5,0.066,669933,2394164.6107,5.2276802869486,5.71607329874043,0.230571892742666,10.7336439772279,0.020736,0.002985984,0.000429981696
2019,"ES22","Comunidad Foral de Navarra",4.43894080351702,34400,100.3,249.42,63.1,0.0104948398966294,1024.4,50.4570815248604,1.03602674497957,12296.2,20200,68,0.4485,1.38361,0.117,85,0.097,267499,1187412.226,5.51917831470469,4.14487923559615,0.331897502750517,9.41704636379738,0.013689,0.001601613,0.000187388721
2019,"ES23","La Rioja",5.26679898449221,30200,99.7,24.24,62.6,0.00551323397696595,760.28,51.3027977734275,1.0444160746873,5230.87,17500,68.7,0.367,1.30172,0.152,84.2,0.081,132643,698604.0177,3.18841661738349,4.13692500975722,0.271339253111607,8.56233480294308,0.023104,0.003511808,0.000533794816
2019,"ES24","Aragón",5.02521531267987,30900,98.6,160.4,27.9,0.00422450033161214,789.04,51.4841359463791,1.04102571728091,22908.79,18100,68.8,0.375812093953023,1.25335,0.211,84.4,0.127,505581,2540653.383,5.07773303762875,3.32898504754823,0.233766922951341,10.0392763952019,0.044521,0.009393931,0.001982119441
2019,"ES30","Comunidad de Madrid",5.08637445805994,39000,103.8,64.26,839.7,0.0157615247206213,1458.54,49.3068242849343,1.11962576494587,136460.62,23800,69,0.4675,1.21957,0.19,85.8,0.089,2497970,12705610.805,4.16309295938319,6.73305659413373,0.206664514766339,11.8237914270963,0.0361,0.006859,0.00130321
2019,"ES41","Castilla y León",5.38815497042934,26800,100.6,936.4,25.6,0.000267803351199289,756.21,53.4402216285685,1.0419888318283,39084.29,15800,65.5,0.369315342328836,1.12497,0.167,84.7,0.129,1090439,5875454.3178,6.84205341475666,3.24298290021143,0.12660621886598,10.57347613081,0.027889,0.004657463,0.000777796321
2019,"ES42","Castilla-La Mancha",5.28147781714923,22400,100.6,269.12,25.8,0.000317825852465147,1053.03,50.0455269141016,1.00729237034548,27829.19,13900,60.8,0.287,1.24287,0.307,83.9,0.19,900822,4757671.4102,5.5951945342393,3.25076201373052,0.225436919533818,10.2338411081492,0.094249,0.028934443,0.008882874001
2019,"ES43","Extremadura",5.06049192564652,20700,98.8,28.32,26,-0.000373134981488335,674.28,50.831974005093,1.03010617395387,13497.34,12100,55.7,0.258,1.2167,0.377,83.1,0.188,508759,2574570.8116,3.34392131384243,3.25848107946056,0.204327637056569,9.51024864886159,0.142129,0.053582633,0.020200652641
2019,"ES51","Cataluña",3.6714491430807,33700,99.9,752.85,238.1,0.00832499632155677,2314.62,49.8252451507785,1.05864529374751,139513.94,20200,68.6,0.404,1.26909,0.188,84.3,0.083,2016701,7404215.1583,6.62387928753931,5.47273275177089,0.246148887595621,11.8459198752439,0.035344,0.006644672,0.001249198336
2019,"ES52","Comunidad Valenciana",5.10459924789469,24900,99.9,85.3,216.2,0.00423830709825973,1441.75,50.1554691235157,1.04782535070275,72725.17,15000,63.3,0.3525,1.23134,0.27,83.5,0.149,1689657,8625021.8514,4.4462916809206,5.37625015760446,0.21619144130157,11.1944429584377,0.0729,0.019683,0.00531441
2019,"ES53","Illes Balears",4.98557001419031,30500,99.8,69.95,241.2,0.0133168261857632,1832.33,47.8785602540158,1.01527161321531,19670.86,18700,67.6,0.3045,1.17358,0.151,84.2,0.111,307252,1531826.358,4.2479236501504,5.48566792336343,0.168543743800611,9.88689414019656,0.022801,0.003442951,0.000519885601
2019,"ES61","Andalucía",4.90611126835703,21000,99,574.92,97.4,0.000845144053786427,1129.97,48.9628336371614,1.04697426725348,108775.41,12900,54.8,0.297,1.30586,0.377,82.6,0.161,3132178,15366813.7803,6.35424829425611,4.57892887478286,0.274490444265332,11.5970406687628,0.142129,0.053582633,0.020200652641
2019,"ES62","Región de Murcia",5.63249468581231,23300,98.2,68.44,132.4,0.00702066368405806,1423.18,48.153249389778,1.0122109258875,20101.45,14100,60.9,0.298149074537269,1.49064,0.319,82.9,0.173,526421,2965063.485,4.22610355173446,4.88590316935167,0.405891683778491,9.90854772822516,0.101761,0.032461759,0.010355301121
2019,"ES63","Ciudad Autónoma de Ceuta",6.10670401869159,22600,102.9,0,4222.9,-0.0017511488241447,1217.75,45.8908921210236,0.975629244906113,1210.2,14300,49.9,0.2095,1.48046,0.459,81.4,0.181,27820,169888.5058,-4.60517018598809,8.34827974284324,0.399084797143878,7.09854917725109,0.210681,0.096702579,0.044386483761
2019,"ES64","Ciudad Autónoma de Melilla",6.16939113953274,20700,100.9,0,6041.5,-0.000960948444537066,1707.43,45.0296131189301,0.971313790722491,1084.87,13200,49.7,0.286,2.0991,0.385,81.4,0.195,21658,133616.6733,-4.60517018598809,8.70640925968407,0.746261316209432,6.98922466077969,0.148225,0.057066625,0.021970650625
2019,"ES70","Canarias",4.58351675714868,22900,98.3,52.04,299.4,0.00607240030897459,1118.57,48.2700730494767,1.03144211853378,29512.6,14100,57.2,0.3155,0.96995,0.35,83.5,0.099,554438,2541275.8638,3.95220479506098,5.70181387156136,-0.020253729027268,10.292572908621,0.1225,0.042875,0.01500625
2019,"FI19","Länsi-Suomi",5.27549181144897,30000,102.2,683.84,23.7,0.000767531180185441,2736.51,50.9334995164467,1.02874152665108,22603.86,22900,72.8,0.400299850074963,1.4,0.156,82.3,0.034,373204,1968834.646,6.52773859532756,3.16589690007731,0.343589704390077,10.0258764095387,0.024336,0.003796416,0.000592240896
2019,"FI1B","Helsinki-Uusimaa",5.10363667052258,44700,101.3,66.34,184.7,0.00782214977163703,3962.6,47.8732195804196,1.07459007260775,32676.59,30800,75.3,0.496248124062031,1.28,0.101,82.6,0.047,530786,2708938.8938,4.19494376077822,5.21878702759123,0.254642218373581,10.3944145043938,0.010201,0.001030301,0.000104060401
2019,"FI1C","Etelä-Suomi",5.27276612777549,30300,104.4,286.61,36.6,0.000705178797726509,2887.79,51.9580334896634,1.05365978354116,19626.36,23400,72.4,0.391304347826087,1.3,0.163,81.7,0.003,325978,1718805.7568,5.65815729662993,3.60032142713214,0.27002713721306,9.88462934913128,0.026569,0.004330747,0.000705911761
2019,"FI1D","Pohjois- ja Itä-Suomi",5.2527432737496,28300,104.4,1320.42,6.3,-4.85780173548779e-05,2626.73,51.6538840267349,1.01162598189783,20897.87,21900,70,0.369315342328836,1.44,0.19,81.5,0.015,335774,1763734.62,7.18571272010869,1.84213567655312,0.371563556432483,9.94740299740129,0.0361,0.006859,0.00130321
2019,"FI20","Åland",3.86537599792639,35900,93.7,17.17,19.2,0.00956728993923932,2047.73,51.2728833431036,1.01859521595808,565.94,28800,81.5,0.3255,1.57,0.156,83.9,0.053,1929,7456.3103,2.84374591655611,2.95543097678047,0.457424847038875,6.33850573507843,0.024336,0.003796416,0.000592240896
2019,"FR10","Ile-de-France",5.65023972542493,56700,104.2,42.43,1026.8,-0.000520261633689072,5067.61,47.1397814315992,1.10691276750042,262757.68,33200,68.3,0.4835,1.93,0.194131641898028,84.6,0.073,2244195,12680239.7406,3.74809131374578,6.9342121879445,0.662687973075237,12.4789875556753,0.0376870943860243,0.00731625751152487,0.00142031708326111
2019,"FRB0","Centre - Val de Loire",6.53891773587644,27000,102.9,437.62,65.4,-1.19693964755565e-06,2282.81,51.8099018490012,1.09134123145874,46751.8,21300,66.7,0.298850574712644,1.88,0.163891705025236,82.7,0.06,578714,3784163.2386,6.08137380451662,4.18067515197312,0.636576829071551,10.7526082505449,0.026860490976079,0.00440221166388455,0.00072148597547602
2019,"FRC1","Bourgogne",6.59302795451436,27000,103.2,344.22,51.3,8.8144168266728e-05,2338.44,52.6232431943426,1.09467128738947,28804.11,20500,67.7,0.304847576211894,1.75,0.175224963735777,82.4,0.073,372777,2457729.1818,5.84131003860805,3.93788566495387,0.56531380905006,10.2682737114481,0.0307037879162043,0.00538007012416789,0.000942722592403254
2019,"FRC2","Franche-Comté",6.44363871555182,24700,102.5,1298.35,72.6,-0.000216624312280989,2011.1,50.9737186789692,1.06507438856878,21243.3,21200,66.4,0.278,1.8,0.156769725982255,82.8,0.094,267975,1726734.0848,7.16885720857857,4.28510265339216,0.593326845277734,9.96379730125582,0.0245767469845514,0.00385288989030334,0.000604016492342657
2019,"FRD1","Basse-Normandie",6.43325049104433,25500,98.8,3151.31,82.6,9.01903240222609e-05,1743.25,52.2319900902278,1.09609847664687,25941.64,20100,66.2,0.266866566716642,1.77,0.157001975387328,82.5,0.047,354245,2278946.8202,8.05557669166279,4.41413073857441,0.576613364303994,10.1636050641744,0.0246496202755233,0.00387003907580469,0.000607603779727487
2019,"FRD2","Haute-Normandie",6.66304453520809,27500,97.8,863.2,151.2,-0.00118672825831918,2619.64,50.2172863703165,1.10582139038841,33045.77,21300,63.1,0.2725,1.88,0.177469108952643,81.8,0.073,434829,2897284.9922,6.76065799867756,5.01866959912458,0.636576829071551,10.4056491518021,0.0314952846324451,0.00558944009992991,0.000991952954078733
2019,"FRE1","Nord-Pas de Calais",6.80835177904346,26700,102.6,1497.88,327.4,-0.00176674927586035,3192.45,48.8264335772232,1.10515920347721,64598.32,19400,58.3,0.3095,1.86,0.23634571867117,81.1,0.094,961275,6544698.3564,7.3118127301393,5.79121320814804,0.625938430866495,11.0759438380434,0.0558592987341918,0.0132021061038001,0.00312026125507568
2019,"FRE2","Picardie",7.0567964568899,24300,101.3,947.28,99.4,-0.000607016889261723,2633.02,49.8793643422609,1.08071249846408,34122.78,20800,62.5,0.265,1.84,0.193158424987447,81.4,0.087,457677,3229733.432,6.85360527650781,4.59925271222405,0.615185639090233,10.4377207684854,0.0373101771436311,0.00720677505306643,0.00139204931848914
2019,"FRF1","Alsace",6.39715649588134,30400,103.7,342.16,230.6,0.000392776100772224,1985.94,49.7153666365833,1.07707963398607,34076.78,23500,68.8,0.341170585292646,1.69,0.165637076853391,83.3,0.048,413970,2648230.8746,5.83530768958463,5.44072797202915,0.53062825106217,10.4363717863662,0.0274356412285363,0.00454435941469314,0.000752714409620959
2019,"FRF2","Champagne-Ardenne",7.08077163766896,27400,103.3,649.18,51.5,-0.000763490740114956,2673.45,50.7777447680361,1.0855413279649,22684.01,20400,61.6,0.259,1.79,0.199510039923579,81.8,0.088,294736,2086958.3094,6.47572543194817,3.94177596357749,0.587786664902119,10.0294159908122,0.039804256030308,0.0079413487097351,0.00158437879812631
2019,"FRF3","Lorraine",6.72022300473943,24000,102.3,1339.42,98.6,-0.000210086530497704,2114.45,50.5715372948144,1.07460530123821,40360.44,20900,64.6,0.316,1.64,0.192578567079335,82,0.088,515885,3466862.2448,7.19999942931381,4.59117267634424,0.500775287912489,10.6056056240585,0.0370865044983301,0.00714206589426974,0.00137540881590466
2019,"FRG0","Pays de la Loire",6.00069545764145,29200,102,3893.02,118.3,0.00115330978016029,3012.67,50.6789520282125,1.08301228608884,66678.21,21200,67.5,0.3325,1.85,0.135815354121827,83.4,0.07,870627,5224367.4842,8.26694305371999,4.77330829826557,0.62057648772511,11.1076336418474,0.0184458104152374,0.00250522427360956,0.00034024792187488
2019,"FRH0","Bretagne",5.87026073196353,27800,103.7,5625.39,122.4,0.00107101857762664,2018.14,51.5778590954509,1.0871911788894,59146.13,20800,67.3,0.3525,1.78,0.132896666155078,82.5,0.038,832965,4889721.7306,8.63504733565546,4.80737606608742,0.582215619852664,10.987766609458,0.0176615238751343,0.00234715764222367,0.00031192942559194
2019,"FRI1","Aquitaine",6.12488793577921,28800,102,418.27,83.9,0.00233478798153215,3266.57,51.6087434618922,1.1141884122473,61804.67,21600,67.1,0.337831084457771,1.64,0.166365516424265,83.4,0.039,832503,5098987.5812,6.03615106473039,4.42974479588198,0.500775287912489,11.0317343687339,0.0276774850551124,0.00460457909451866,0.000766043178975973
2019,"FRI2","Limousin",6.17590163833986,24700,102.8,130.71,42.9,0.000703934402555065,1770.85,53.6639392648593,1.10847642216628,13027.71,19700,66.9,0.31615807903952,1.7,0.190547781020736,82.3,0.054,169745,1048328.4236,4.87305763111169,3.75910489900343,0.536493370514568,9.47483467399445,0.0363084568519262,0.00691849588542166,0.00131830403896819
2019,"FRI3","Poitou-Charentes",6.27442350287445,26600,102.9,550.21,70,0.00105797673763311,2477.43,52.9483992793955,1.10052914610232,32784.12,20000,67.9,0.289855072463768,1.72,0.16704592637992,82.8,0.067,441997,2773276.365,6.31031819824784,4.24863808898911,0.548121408509688,10.3976998358198,0.0279043415201255,0.00466130657925103,0.000778652275671802
2019,"FRJ1","Languedoc-Roussillon",6.62920794303086,24500,101.7,68.06,104.4,0.00185336551294368,3910.02,51.8536205468684,1.12190833616591,47335.82,18800,59.8,0.32616308154077,1.78,0.246001999322524,83.1,0.088,706909,4686246.7578,4.22053658745986,4.64832545630202,0.582215619852664,10.7650227930031,0.0605169836706793,0.0148872989759557,0.00366230531259727
2019,"FRJ2","Midi-Pyrénées",6.06145853626506,30100,102.9,661.01,67.8,0.00135533384627568,3153.2,51.0429387890401,1.08024388285848,54655.6,21900,68,0.422211105552776,1.67,0.180485861163146,83.8,0.07,746228,4523230.0806,6.49378409658003,4.21670967669575,0.518793793415168,10.9088071415841,0.0325751460798025,0.00587935329272844,0.00106114014212047
2019,"FRK1","Auvergne",6.28821591877298,26700,106.4,1173.71,52.6,0.00112661479720378,2230.25,52.4755595001253,1.0875361672874,25232.04,20800,67.4,0.2975,1.73,0.169860153450873,82.5,0.063,301870,1898223.7394,7.0679334710904,3.96290621574272,0.553885113226438,10.1358702908115,0.028852471730354,0.0049008852755549,0.000832465124950877
2019,"FRK2","Rhône-Alpes",6.08275458562887,33200,103.7,1560.29,150.9,0.0002157617045867,3638.7,49.5796262542113,1.08607571866524,123046.21,24200,69.1,0.397,1.87,0.159331846041112,84.1,0.075,1412707,8593149.9824,7.35263338944714,5.01668363263046,0.631271776841858,11.7203153361275,0.0253866371628685,0.00404489976393572,0.000644481346439135
2019,"FRL0","Provence-Alpes-Côte d’Azur",6.75480778749996,30600,101.6,24.87,162.4,0.000359157138439055,4251.42,51.779981000291,1.13035376365175,93340.21,22700,63.4,0.363818090954523,1.96,0.215932844594127,83.4,0.058,1170748,7908177.7076,3.21406426787098,5.09012400218651,0.678033542749897,11.4440063764755,0.0466269933745113,0.0100682993142297,0.00217407651114672
2019,"FRM0","Corse",6.37628038202439,25800,100.6,0,39.6,0.0057763734322075,1644.68,51.9926542940661,1.08566187802109,5777.37,21300,67.3,0.255627813906953,1.41,0.227641779940965,84,0.217,58635,373873.2002,-4.60517018598809,3.67908161163383,0.350656871613169,8.66170557170349,0.0518207799746909,0.0117965745913678,0.00268539323718532
2019,"FRY1","Guadeloupe",5.94107835990888,21700,108.2,0,247,-0.0116550843715805,2801.8,50.7825694554666,1.24646587524644,5827.87,16500,49.8,0.228885557221389,2.3,0.179,81.8,0.102,25023,148663.6038,-4.60517018598809,5.50942882163841,0.837247524533702,8.67040857684917,0.032041,0.005735339,0.001026625681
2019,"FRY2","Martinique",5.45293217157012,22400,104.7,0.23,328.6,-0.0104442152161269,2749.62,52.0818501187029,1.23813874918417,5491.49,18700,57.7,0.242,2,0.345930588071091,82.1,0.024,23011,125477.4222,-1.42711635564015,5.79487163727646,0.698134722070984,8.6109567212284,0.119667971763211,0.0413968118453223,0.0143204234659207
2019,"FRY3","Guyane",5.79721513083049,14300,84.4,0.06,3.4,-0.00342589765618898,3670.59,41.3305268485131,1.08810779003999,2760.77,11400,43.3,0.197901049475262,3.73,0.179,82.4153846153846,0.168,8790,50957.521,-2.65926003693278,1.22671229129543,1.31908561142644,7.92326852748053,0.032041,0.005735339,0.001026625681
2019,"FRY4","La Réunion",6.01893715253258,20600,115.9,18.49,345.7,-0.00563045018055991,1619.99,46.7313998788261,1.14329717469215,12868.28,16700,46.5,0.2095,2.39,0.469657586724255,81.3,0.101,124616,750055.8722,2.91777073208428,5.84560027332436,0.8754687373539,9.46252142462969,0.220578248767652,0.103596248000078,0.048654763829404
2019,"FRY5","Mayotte",7.67086399722896,8900,96,2.4,750.8,-0.000211440802139633,1939.19,37.837895907206,1.18481436496734,1719.28,7600,35.2,0.306334086059483,4.6,0.179,75.9,0.224,14435,110728.9218,0.879626747502564,6.62115262374992,1.52822785700856,7.44966669388829,0.032041,0.005735339,0.001026625681
2019,"HR03","Jadranska Hrvatska",5.66249467199505,20200,102.4,36,56,0.000985038490637441,841,51.1579808595505,1.09161610946173,14516.65,7900,60.3,0.255,1.42,0.22,79.9,0.096,174662,989022.6444,3.58379667766078,4.02553024622174,0.357674444271816,9.58305223437018,0.0484,0.010648,0.00234256
2019,"HU11","Budapest",6.02599226088838,47700,109.8,1.79,3433.8,0.00733991615007986,1104.21,49.1373171268705,1.18308781097114,31054.31,13600,74,0.4475,1.19,0.156,78.7,0.149,559289,3370271.1856,0.587786664902119,8.14142571086439,0.182321556793955,10.3434932081187,0.024336,0.003796416,0.000592240896
2019,"HU12","Pest",6.16993756078031,18100,106.4,149.64,205.1,0.0106776048160603,531.56,48.5007629297682,1.08777248773844,14768.78,9300,72,0.257128564282141,1.63,0.191,76.9,0.161,379646,2342392.1152,5.00829923429871,5.32354642059381,0.494696241836107,9.60027144935305,0.036481,0.006967871,0.001330863361
2019,"HU21","Közép-Dunántúl",6.18992877604247,21100,106.3,298.59,99.1,0.00128192335408292,417.2,49.345110145894,1.07494008618145,12558.34,9300,71.8,0.200100050025012,1.55,0.135,76.2,0.168,324374,2007851.9568,5.69910488510509,4.59623034441862,0.444685821261446,9.43814106196572,0.018225,0.002460375,0.000332150625
2019,"HU22","Nyugat-Dunántúl",6.25850350014391,22200,102,293.45,88.6,0.00286580441121177,543.09,49.628213009354,1.08580502758413,11071.21,8600,73.8,0.206896551724138,1.48,0.163,77.3,0.173,319644,2000493.0928,5.68174134377932,4.48424471805921,0.398776119957368,9.312104227399,0.026569,0.004330747,0.000705911761
2019,"HU23","Dél-Dunántúl",6.16171855509618,15500,109.4,249.23,63.7,0.00059040355570178,639.27,50.2280860896799,1.11767900421458,8692.49,7300,65.4,0.170414792603698,1.58,0.246,76,0.142,257595,1587227.8912,5.51841628767602,4.1543415361284,0.46373401623214,9.07021586388202,0.060516,0.014886936,0.003662186256
2019,"HU31","Észak-Magyarország",6.27780742018646,15200,107.2,138.91,84.4,-0.000930339100846157,760.33,49.3757677876938,1.11249893652002,10229.08,6800,66.1,0.1585,1.83,0.239,74.5,0.167,308375,1935918.8632,4.93389822787587,4.43568587799563,0.609765571620894,9.23299090093233,0.057121,0.013651919,0.003262808641
2019,"HU32","Észak-Alföld",6.2923759089166,14700,108.6,456.78,83.1,-0.000687879808925988,546.11,48.5390491946448,1.08981779283422,13740.08,7100,66.4,0.1775,1.73,0.242,75.5,0.144,378115,2379241.7168,6.12422376668362,4.42016503156493,0.553885113226438,9.52807311597323,0.058564,0.014172488,0.003429742096
2019,"HU33","Dél-Alföld",6.24822763669155,16500,105.6,374.39,68.1,0.000821561516751324,534.55,50.0012306995062,1.10916567265955,12807.14,7800,69.6,0.201,1.55,0.149,76.2,0.149,348211,2175701.5936,5.92532474460344,4.22112404525323,0.444685821261446,9.45775888770229,0.022201,0.003307949,0.000492884401
